FM^First Quantum Minerals Ltd^15104020^106464^FM^Canada^https://first-quantum.com/^
FSV^Firstservice Corp^40403040^24116^FSV^Canada^https://www.firstservice.com/^
FES^Flint Energy Services Ltd^10101020^146153^FES^Canada^https://flintcorp.com/^
FTS^Fortis Inc^55101010^14390^FTS^Canada^https://www.fortisinc.com/^
FVI^Fortuna Silver Mines Inc.^15104040^107098^FVI^Canada^https://fortunasilver.com/^
FNV^Franco-Nevada Corp^15104030^178997^FNV^Canada^https://www.franco-nevada.com/home/default.aspx^
FRU^Freehold Royalties Ltd.^10102020^106528^FRU^Canada^https://www.freeholdroyalties.com/^
FEC^Frontera Energy Corporation^10102020^105222^FEC^Canada^https://www.fronteraenergy.ca/^
GBU^Gabriel Resources Ltd^15104030^64636^GBU^Canada^https://www.gabrielresources.com/^
MIC^Genworth MI Canada Inc^40102010^183231^MIC^Canada^https://sagen.ca/^
WN^George Weston Ltd^30101030^11443^WN^Canada^https://www.weston.ca/en/Home.aspx^
GFL^GFL Environmental Inc.^20201050^^GFL^Canada^https://gflenv.com/^
GEI^Gibson Energy Inc^10102040^187392^GEI^Canada^https://www.gibsonenergy.com/^
GIL^Gildan Activewear Inc A^25203010^111486^GIL^Canada^https://gildancorp.com/en/investors/^
GMP^Gmp Capital Inc.^40203020^157655^GMP^Canada^https://www.gmp.capital/^
GSY^goeasy Ltd.^40202010^^GSY^Canada^https://www.goeasy.com/^
GSC^Golden Star Resources Ltd^15104030^20488^GSC^Canada^https://www.gsr.com/Home/default.aspx^
GTE^Gran Tierra Energy Inc^10102020^164046^GTE^Canada^https://www.grantierra.com/^
GCE^Grande Cache Coal^15104020^160410^GCE^Canada^https://cstcoal.ca/^
GRT^Granite Real Estate Inc.^40402020^155x^GRT^Canada^https://granitereit.com/^
GC^Great Canadian Gaming Corp^25301010^106709^GC^Canada^https://greatcanadian.com/^
GWO^Great-West Lifeco Inc^40301020^16431^GWO^Canada^https://www.greatwestlifeco.com/^
HR.UN^H&R Real Estate Investment Trust Stapled^40402010^64196^HR^Canada^https://www.hr-reit.com/^
HW^Harry Winston Diamond Corp^15104040^15533^HW^Canada^https://www.harrywinston.com/en^
HEXO^HEXO Corp.^35202010^30664^HEXO^Canada^https://www.hexocorp.com/^
HCG^Home Capital Group Inc^40102010^20487^HCG^Canada^https://www.homecapital.com/home/default.aspx^
HNL^Horizon North Logistics Inc. J^20201070^175233^HNL^Canada^https://dexterra.com/^
HBM^Hudbay Minerals^15104020^107781^HBM^Canada^https://www.hudbayminerals.com/^
HBC^Hudson’s Bay Company^25503010^5770^HBC^Canada^https://www.hbc.com/^
HSE^Husky Energy Inc^10102010^13994^HSE^Canada^https://huskyenergy.com/^
HUT^Hut 8 Mining Corp.^45103010^^HUT^Canada^https://hut8.io/^
H^Hydro One Limited^55101010^24944^H^Canada^https://www.hydroone.com/^
IAG^iA Financial Corporation Inc.^40301020^129472^IAG^Canada^https://ia.ca/individuals^
IMG^IAMGOLD Corp^15104030^62337^IMG^Canada^https://www.iamgold.com/English/home/default.aspx^
BIN^Iesi-Bfc Ltd.^20201050^148394^BIN^Canada^https://www.waste360.com/^
IGM^IGM Financial Inc^40203010^14333^IGM^Canada^https://www.igmfinancial.com/en^
IMO^Imperial Oil Ltd^10102010^5903^IMO^Canada^https://www.imperialoil.ca/en-CA^
IAG^Industrial Alliance Insurance^40301020^129472^IAI^Canada^https://ia.ca/individuals^
IMN^Inmet Mining Corp^15104020^14350^IMN^Canada^https://first-quantum.com/^
INE^Innergex Renewable Energy Inc^55105020^154653^INE^Canada^https://www.innergex.com/^
IFC^Intact Financial Corporation^40301040^162491^IFC^Canada^https://intactfc.com/^
IPL.UN^Inter Pipeline Fund A^10102040^66319^IPL^Canada^https://interpipeline.com/^
IFP^Interfor Corporation^15105010^15038^IFP^Canada^https://interfor.com/^
IIP.UN^InterRent Reit^60101060^128078^IIP^Canada^https://www.interrentreit.com/^
IT^Intertain Group Limited (The)^25301010^19788^IT^Canada^https://www.jackpotjoy.com/^
ITP^Intertape Polymer Group Inc^15103010^24943^ITP^Canada^https://www.itape.com/^
IAE^Ithaca Energy Inc.^10102020^174474^IAE^Canada^https://www.ithacaenergy.com/^
IVN^Ivanhoe Mines Ltd^15104020^16005^IVN^Canada^https://ivanhoemines.com/^
JAG^Jaguar Mining Inc^15104030^28852^JAG^Canada^https://jaguarmining.com/^
JWEL^Jamieson Wellness Inc.^30302010^31796^JWEL^Canada^https://www.jamiesonwellness.com/English/home/default.aspx^
JAZ.UN^Jazz Air Income Fund Units^20302010^165948^JAZ^Canada^https://chorusaviation.com/^
PJC.A^Jean Coutu Group (PJC) Inc. (The)^30101010^16474^PJC^Canada^https://www.jeancoutu.com/en/corpo/^
JE^Just Energy Group Inc.^55103010^143403^JE^Canada^https://justenergy.com/^
KNT^K92 Mining Inc.^15104030^^KNT^Canada^https://k92mining.com/^
KEL^Kelt Exploration Ltd.^10102020^17449^KEL^Canada^https://keltexploration.com/^
KEY^Keyera Corp.^10102030^154135^KEY^Canada^https://www.keyera.com/^
KMP.UN^Killam Apartment REIT^60101060^141663^KMP^Canada^https://killamreit.com/^
KXS^Kinaxis Inc.^45103020^20801^KXS^Canada^https://www.kinaxis.com/en^
KML^Kinder Morgan Canada Limited^10102040^31553^KML^Canada^https://www.kindermorgancanadalimited.com/^
K^Kinross Gold Corp^15104030^8644^K^Canada^https://www.kinross.com/home/default.aspx^
KGI^Kirkland Lake Gold^15104030^105661^KL^Canada^https://agnicoeagle.com/English/home/default.aspx^
GUD^Knight Therapeutics Inc.^35201010^19901^GUD^Canada^https://www.gud-knight.com/^
LIF.UN^Labrador Iron Ore Royalty Corp. Stapled Un^15104050^64260^LIF^Canada^https://labradorironore.com/^
LSG^Lake Shore Gold Corp^15104030^152012^LSG^Canada^https://www.panamericansilver.com/operations/north-and-central-america/timmins/^
LB^Laurentian Bank Canada^40101015^16432^LB^Canada^https://www.laurentianbank.ca/en^
LEG^Legacy Oil + Gas Inc^10102020^174133^LEG^Canada^https://www.crescentpointenergy.com/^
LWRK^LifeWorks Inc.^20202010^^LWRK^Canada^https://lifeworks.com/en^
LSPD^Lightspeed Commerce Inc.^45103010^^LSPD^Canada^https://www.lightspeedhq.com/pos/watch-a-demo-e/?_bt=632731126750&_bk=lightspeed&_bm=e&_bn=g&_bg=64178037736&gclid=Cj0KCQiAic6eBhCoARIsANlox85QPK__OAjOC-EUBw5viN5pDZwtKSLP7tQi5FAlKhqiaq20XpHLnJ0aAhnbEALw_wcB^
LNR^Linamar Corp^25101010^20561^LNR^Canada^https://www.linamar.com/^
LEV^Lion Electric Company^20106010^^LEV^Canada^https://thelionelectric.com/fr^
LAC^Lithium Americas Corp.^15104020^^LAC^Canada^https://www.lithiumamericas.com/^
L^Loblaw Companies Limited^30101030^6771^L^Canada^https://www.loblaw.ca/^
LUC^Lucara Diamond Corp.^15104040^180506^LUC^Canada^https://lucaradiamond.com/^
LUG^Lundin Gold Inc.^15104030^^LUG^Canada^https://lundingold.com/^
LUN^Lundin Mining^15104020^108297^LUN^Canada^https://lundinmining.com/^
MDA^MacDonald Dettwiler & Assoc^45103010^137609^MDA^Canada^https://mda.space/en/^
MAG^Mag Silver Corp^15104045^134305^MAG^Canada^https://magsilver.com/^
MG^Magna International Inc^25101010^6946^MG^Canada^https://magsilver.com/^
MDI^Major Drilling Group International Inc.^15104020^31602^MDI^Canada^https://www.majordrilling.com/^
MBT^Manitoba Telecom Services Inc^50101020^65018^MBT^Canada^https://www.bellmts.ca/personal?cookieCheck=1^
MFC^Manulife Financial Corp^40301020^124042^MFC^Canada^https://www.manulife.ca/personal.html^
MFI^Maple Leaf Foods Inc^30202030^2675^MFI^Canada^https://www.mapleleaffoods.com/^
MRE^Martinrea International Inc^25101010^65441^MRE^Canada^https://www.martinrea.com/^
MAXR^Maxar Technologies Ltd.^20101010^137609^MAXR^Canada^https://www.maxar.com/?utm_source=google&utm_medium=sem&utm_campaign=maxar-brand&gclid=Cj0KCQiAic6eBhCoARIsANlox84YOzv_a3t4pB8LJHl0bTp9wi9X4b9uRI8i779q4WAPgi7czib6W2waAghoEALw_wcB^
MEG^MEG Energy Corp^10102020^185309^MEG^Canada^https://www.megenergy.com/^
MX^Methanex Corp^15101010^13971^MX^Canada^https://www.methanex.com/^
MRU.A^Metro Inc A^30101030^21894^MRU^Canada^https://corpo.metro.ca/en/home.html^
MST.UN^Milestone Apartments REIT^60101060^17464^MST^Canada^https://www.starwoodcapital.com/^
MFL^Minefinders Corp^15104030^64779^MFL^Canada^https://www.panamericansilver.com/^
MNW^Mitel Networks Cororation^45201020^174531^MNW^Canada^https://www.mitel.com/en-ca^
MSI^Morneau Shepell Inc.^20202010^165256^MSI^Canada^https://lifeworks.com/en^
MTY^MTY Food Group Inc^25301040^106660^MTY^Canada^https://mtygroup.com/^
